Title,Type,Service,Genre,IMDB,ReelGood,Released Year,Seasons
Devilman: Crybaby,tv,Netflix,Anime,7.6,70.0,2018,1.0
Devilman: Crybaby,tv,Netflix,Action & Adventure,7.6,70.0,2018,1.0
Devilman: Crybaby,tv,Netflix,Animation,7.6,70.0,2018,1.0
Daybreak,tv,Netflix,Drama,6.7,70.0,2019,1.0
Daybreak,tv,Netflix,Comedy,6.7,70.0,2019,1.0
Daybreak,tv,Netflix,Fantasy,6.7,70.0,2019,1.0
DuckTales,tv,Disney+,Action & Adventure,8.1,70.0,1987,4.0
DuckTales,tv,Disney+,Animation,8.1,70.0,1987,4.0
DuckTales,tv,Disney+,Children,8.1,70.0,1987,4.0
Scooby-Doo! Mystery Incorporated,tv,Netflix,Action & Adventure,8.0,70.0,2010,
Scooby-Doo! Mystery Incorporated,tv,Netflix,Comedy,8.0,70.0,2010,
Scooby-Doo! Mystery Incorporated,tv,Netflix,Animation,8.0,70.0,2010,
Scooby-Doo! Mystery Incorporated,tv,Netflix,Children,8.0,70.0,2010,
The Irregular at Magic High School,tv,Netflix,Anime,7.3,68.0,2014,1.0
The Irregular at Magic High School,tv,Netflix,Action & Adventure,7.3,68.0,2014,1.0
The Irregular at Magic High School,tv,Netflix,Animation,7.3,68.0,2014,1.0
Psycho-Pass,tv,Hulu,Anime,8.2,70.0,2012,4.0
Psycho-Pass,tv,Hulu,Action & Adventure,8.2,70.0,2012,4.0
Psycho-Pass,tv,Hulu,Science-Fiction,8.2,70.0,2012,4.0
Psycho-Pass,tv,Hulu,Animation,8.2,70.0,2012,4.0
I'm Sorry,tv,Netflix,Comedy,7.9,71.0,2017,
Roswell,tv,Hulu,Drama,7.5,70.0,1999,3.0
Roswell,tv,Hulu,Science-Fiction,7.5,70.0,1999,3.0
Roswell,tv,Hulu,Mystery,7.5,70.0,1999,3.0
WWE Raw,tv,Hulu,Drama,7.8,69.0,1993,62.0
WWE Raw,tv,Hulu,Action & Adventure,7.8,69.0,1993,62.0
WWE Raw,tv,Hulu,Sport,7.8,69.0,1993,62.0
Siren,tv,Hulu,Drama,7.0,68.0,2018,
Siren,tv,Hulu,Fantasy,7.0,68.0,2018,
Siren,tv,Hulu,Science-Fiction,7.0,68.0,2018,
LEGO Ninjago: Masters of Spinjitzu,tv,Netflix,Action & Adventure,6.9,69.0,2012,13.0
LEGO Ninjago: Masters of Spinjitzu,tv,Netflix,Animation,6.9,69.0,2012,13.0
LEGO Ninjago: Masters of Spinjitzu,tv,Netflix,Children,6.9,69.0,2012,13.0
Burden of Truth,tv,Hulu,Drama,7.3,71.0,2018,
She,tv,Netflix,Crime,6.5,69.0,2020,
She,tv,Netflix,Drama,6.5,69.0,2020,
FLCL,tv,Hulu,Anime,8.2,69.0,2000,3.0
FLCL,tv,Hulu,Comedy,8.2,69.0,2000,3.0
FLCL,tv,Hulu,Animation,8.2,69.0,2000,3.0
Flowers,tv,Netflix,Drama,8.2,71.0,2016,
Flowers,tv,Netflix,Comedy,8.2,71.0,2016,
Spotless,tv,Netflix,Crime,7.9,70.0,2015,1.0
Spotless,tv,Netflix,Drama,7.9,70.0,2015,1.0
Assassination Classroom,tv,Hulu,Anime,8.0,69.0,2015,3.0
Assassination Classroom,tv,Hulu,Action & Adventure,8.0,69.0,2015,3.0
Assassination Classroom,tv,Hulu,Animation,8.0,69.0,2015,3.0
The Universe,tv,Netflix,History,8.8,69.0,2007,9.0
The Universe,tv,Netflix,Documentary,8.8,69.0,2007,9.0
Easy,tv,Netflix,Drama,6.9,71.0,2016,
Easy,tv,Netflix,Comedy,6.9,71.0,2016,
Rugrats,tv,Hulu,Action & Adventure,7.4,69.0,1991,9.0
Rugrats,tv,Hulu,Fantasy,7.4,69.0,1991,9.0
Rugrats,tv,Hulu,Animation,7.4,69.0,1991,9.0
Rugrats,tv,Hulu,Children,7.4,69.0,1991,9.0
My Teen Romantic Comedy SNAFU,tv,Hulu,Anime,7.8,69.0,2013,3.0
My Teen Romantic Comedy SNAFU,tv,Hulu,Comedy,7.8,69.0,2013,3.0
My Teen Romantic Comedy SNAFU,tv,Hulu,Animation,7.8,69.0,2013,3.0
Tyrant,tv,Hulu,Drama,7.8,71.0,2014,
Tyrant,tv,Hulu,Action & Adventure,7.8,71.0,2014,
Tyrant,tv,Hulu,Thriller,7.8,71.0,2014,
Julie and the Phantoms,tv,Netflix,Musical,8.4,67.0,2020,
Julie and the Phantoms,tv,Netflix,Family,8.4,67.0,2020,
Julie and the Phantoms,tv,Netflix,Comedy,8.4,67.0,2020,
Julie and the Phantoms,tv,Netflix,Fantasy,8.4,67.0,2020,
"Sabrina, the Teenage Witch",tv,Hulu,Family,6.6,70.0,1996,7.0
"Sabrina, the Teenage Witch",tv,Hulu,Comedy,6.6,70.0,1996,7.0
"Sabrina, the Teenage Witch",tv,Hulu,Children,6.6,70.0,1996,7.0
SIX,tv,Hulu,History,7.3,69.0,2017,2.0
SIX,tv,Hulu,Drama,7.3,69.0,2017,2.0
SIX,tv,Hulu,Action & Adventure,7.3,69.0,2017,2.0
Insatiable,tv,Netflix,Drama,6.5,70.0,2018,2.0
Insatiable,tv,Netflix,Comedy,6.5,70.0,2018,2.0
The Ranch,tv,Netflix,Drama,7.5,71.0,2016,
The Ranch,tv,Netflix,Comedy,7.5,71.0,2016,
Wizards of Waverly Place,tv,Disney+,Comedy,6.8,70.0,2007,5.0
Wizards of Waverly Place,tv,Disney+,Fantasy,6.8,70.0,2007,5.0
Wizards of Waverly Place,tv,Disney+,Children,6.8,70.0,2007,5.0
The Frankenstein Chronicles,tv,Netflix,Crime,7.3,69.0,2015,
The Frankenstein Chronicles,tv,Netflix,Drama,7.3,69.0,2015,
The Frankenstein Chronicles,tv,Netflix,Fantasy,7.3,69.0,2015,
Rake,tv,Netflix,Drama,8.5,70.0,2010,
Rake,tv,Netflix,Comedy,8.5,70.0,2010,
Rake,tv,Hulu,Drama,8.5,70.0,2010,
Rake,tv,Hulu,Comedy,8.5,70.0,2010,
Knightfall,tv,Netflix,History,6.8,69.0,2017,2.0
Knightfall,tv,Netflix,Drama,6.8,69.0,2017,2.0
Knightfall,tv,Netflix,Action & Adventure,6.8,69.0,2017,2.0
3Below: Tales of Arcadia,tv,Netflix,Family,7.8,70.0,2018,2.0
3Below: Tales of Arcadia,tv,Netflix,Action & Adventure,7.8,70.0,2018,2.0
3Below: Tales of Arcadia,tv,Netflix,Comedy,7.8,70.0,2018,2.0
3Below: Tales of Arcadia,tv,Netflix,Animation,7.8,70.0,2018,2.0
Black Butler,tv,Netflix,Anime,7.8,71.0,2008,3.0
Black Butler,tv,Netflix,Action & Adventure,7.8,71.0,2008,3.0
Black Butler,tv,Netflix,Comedy,7.8,71.0,2008,3.0
Black Butler,tv,Netflix,Animation,7.8,71.0,2008,3.0
Black Butler,tv,Hulu,Anime,7.8,71.0,2008,3.0
Black Butler,tv,Hulu,Action & Adventure,7.8,71.0,2008,3.0
Black Butler,tv,Hulu,Comedy,7.8,71.0,2008,3.0
Black Butler,tv,Hulu,Animation,7.8,71.0,2008,3.0
Disney Gallery: The Mandalorian,tv,Disney+,Documentary,8.4,62.0,2020,
No Tomorrow,tv,Netflix,Romance,7.2,70.0,2016,1.0
No Tomorrow,tv,Netflix,Drama,7.2,70.0,2016,1.0
No Tomorrow,tv,Netflix,Comedy,7.2,70.0,2016,1.0
The Confession Killer,tv,Netflix,Crime,7.4,70.0,2019,
The Confession Killer,tv,Netflix,Documentary,7.4,70.0,2019,
Wolverine and the X-Men,tv,Disney+,Action & Adventure,8.0,69.0,2008,1.0
Wolverine and the X-Men,tv,Disney+,Animation,8.0,69.0,2008,1.0
Wolverine and the X-Men,tv,Disney+,Children,8.0,69.0,2008,1.0
While You Were Sleeping,tv,Hulu,Romance,8.4,69.0,2017,
While You Were Sleeping,tv,Hulu,Fantasy,8.4,69.0,2017,
Flashpoint,tv,Hulu,Crime,7.7,70.0,2008,5.0
Flashpoint,tv,Hulu,Drama,7.7,70.0,2008,5.0
Flashpoint,tv,Hulu,Action & Adventure,7.7,70.0,2008,5.0
The Imagineering Story,tv,Disney+,Documentary,9.1,70.0,2019,
Monster Musume: Everyday Life with Monster Girls,tv,Hulu,Anime,6.7,69.0,2017,1.0
Monster Musume: Everyday Life with Monster Girls,tv,Hulu,Comedy,6.7,69.0,2017,1.0
Monster Musume: Everyday Life with Monster Girls,tv,Hulu,Animation,6.7,69.0,2017,1.0
Das Boot,tv,Hulu,Drama,7.4,69.0,2018,2.0
Das Boot,tv,Hulu,Action & Adventure,7.4,69.0,2018,2.0
Gordon Ramsay: Uncharted,tv,Disney+,Action & Adventure,7.8,69.0,2019,
Gordon Ramsay: Uncharted,tv,Disney+,Food,7.8,69.0,2019,
Gordon Ramsay: Uncharted,tv,Disney+,Documentary,7.8,69.0,2019,
Dark Desire,tv,Netflix,Drama,6.3,71.0,2020,
Dark Desire,tv,Netflix,Thriller,6.4,71.0,2020,
Dark Desire,tv,Netflix,Mystery,6.3,71.0,2020,
Rita,tv,Netflix,Drama,8.1,70.0,2012,5.0
Rita,tv,Netflix,Comedy,8.1,70.0,2012,5.0
Devious Maids,tv,Hulu,Drama,7.8,68.0,2013,4.0
Devious Maids,tv,Hulu,Comedy,7.8,68.0,2013,4.0
Devious Maids,tv,Hulu,Mystery,7.8,68.0,2013,4.0
Aquarius,tv,Netflix,Crime,7.1,69.0,2015,2.0
Aquarius,tv,Netflix,Drama,7.1,69.0,2015,2.0
Aquarius,tv,Netflix,Cult,7.1,69.0,2015,2.0
My Little Pony: Friendship Is Magic,tv,Netflix,Action & Adventure,7.6,68.0,2010,10.0
My Little Pony: Friendship Is Magic,tv,Netflix,Fantasy,7.6,68.0,2010,10.0
My Little Pony: Friendship Is Magic,tv,Netflix,Animation,7.6,68.0,2010,10.0
My Little Pony: Friendship Is Magic,tv,Netflix,Children,7.6,68.0,2010,10.0
My Little Pony: Friendship Is Magic,tv,Hulu,Action & Adventure,7.6,68.0,2010,10.0
My Little Pony: Friendship Is Magic,tv,Hulu,Fantasy,7.6,68.0,2010,10.0
My Little Pony: Friendship Is Magic,tv,Hulu,Animation,7.6,68.0,2010,10.0
My Little Pony: Friendship Is Magic,tv,Hulu,Children,7.6,68.0,2010,10.0
Diabolik Lovers,tv,Hulu,Anime,5.2,69.0,2013,2.0
Diabolik Lovers,tv,Hulu,Fantasy,5.2,69.0,2013,2.0
Diabolik Lovers,tv,Hulu,Animation,5.2,69.0,2013,2.0
Noragami,tv,Hulu,Anime,7.9,68.0,2014,2.0
Noragami,tv,Hulu,Action & Adventure,7.9,68.0,2014,2.0
America's Next Top Model,tv,Hulu,Reality,5.5,69.0,2003,
America's Next Top Model,tv,Hulu,Game Show,5.5,69.0,2003,
Toradora!,tv,Netflix,Anime,8.1,69.0,2008,1.0
Toradora!,tv,Netflix,Comedy,8.1,69.0,2008,1.0
Toradora!,tv,Netflix,Animation,8.1,69.0,2008,1.0
Miranda,tv,Hulu,Comedy,8.1,69.0,2009,
Bad Blood,tv,Netflix,Crime,7.5,69.0,2017,2.0
Bad Blood,tv,Netflix,Drama,7.5,69.0,2017,2.0
Wu-Tang: An American Saga,tv,Hulu,Drama,8.2,70.0,2019,
Wu-Tang: An American Saga,tv,Hulu,Biography,8.2,70.0,2019,
The Son,tv,Hulu,Drama,7.5,69.0,2017,
Angie Tribeca,tv,Hulu,Crime,7.0,69.0,2016,4.0
Angie Tribeca,tv,Hulu,Action & Adventure,7.0,69.0,2016,4.0
Angie Tribeca,tv,Hulu,Comedy,7.0,69.0,2016,4.0
The Baby-Sitters Club,tv,Netflix,Family,7.4,71.0,2020,
The Baby-Sitters Club,tv,Netflix,Drama,7.4,71.0,2020,
The Baby-Sitters Club,tv,Netflix,Comedy,7.4,71.0,2020,
The Chef Show,tv,Netflix,Travel,8.2,66.0,2019,
The Chef Show,tv,Netflix,Food,8.2,66.0,2019,
The Chef Show,tv,Netflix,Documentary,8.2,66.0,2019,
Star vs. the Forces of Evil,tv,Disney+,Action & Adventure,8.0,69.0,2015,5.0
Star vs. the Forces of Evil,tv,Disney+,Fantasy,8.0,69.0,2015,5.0
Star vs. the Forces of Evil,tv,Disney+,Animation,8.0,69.0,2015,5.0
Star vs. the Forces of Evil,tv,Disney+,Children,8.0,69.0,2015,5.0
Star vs. the Forces of Evil,tv,Hulu,Action & Adventure,8.0,69.0,2015,5.0
Star vs. the Forces of Evil,tv,Hulu,Fantasy,8.0,69.0,2015,5.0
Star vs. the Forces of Evil,tv,Hulu,Animation,8.0,69.0,2015,5.0
Star vs. the Forces of Evil,tv,Hulu,Children,8.0,69.0,2015,5.0
Lodge 49,tv,Hulu,Drama,7.6,70.0,2018,
Lodge 49,tv,Hulu,Comedy,7.6,70.0,2018,
Lodge 49,tv,Hulu,Mystery,7.6,70.0,2018,
Queen Sugar,tv,Hulu,Drama,7.6,69.0,2016,5.0
Meteor Garden,tv,Netflix,Romance,8.1,69.0,2018,2.0
Meteor Garden,tv,Netflix,Family,8.1,69.0,2018,2.0
Meteor Garden,tv,Netflix,Drama,8.1,69.0,2018,2.0
Meteor Garden,tv,Netflix,Comedy,8.1,69.0,2018,2.0
Kim Possible,tv,Disney+,Action & Adventure,7.2,68.0,2002,4.0
Kim Possible,tv,Disney+,Animation,7.2,68.0,2002,4.0
Kim Possible,tv,Disney+,Children,7.2,68.0,2002,4.0
"Beverly Hills, 90210",tv,Hulu,Romance,6.3,68.0,1990,10.0
"Beverly Hills, 90210",tv,Hulu,Family,6.3,68.0,1990,10.0
"Beverly Hills, 90210",tv,Hulu,Drama,6.3,68.0,1990,10.0
Murdoch Mysteries,tv,Hulu,Crime,8.1,69.0,2008,15.0
Murdoch Mysteries,tv,Hulu,Drama,8.1,69.0,2008,15.0
Murdoch Mysteries,tv,Hulu,Mystery,8.1,69.0,2008,15.0
Bordertown,tv,Netflix,Crime,7.6,70.0,2016,3.0
Bordertown,tv,Netflix,Drama,7.6,70.0,2016,3.0
Bordertown,tv,Netflix,Mystery,7.6,70.0,2016,3.0
I Am the Night,tv,Hulu,Crime,7.0,70.0,2019,1.0
I Am the Night,tv,Hulu,Drama,7.0,70.0,2019,1.0
I Am the Night,tv,Hulu,Mystery,7.0,70.0,2019,1.0
Top Chef,tv,Hulu,Reality,7.6,67.0,2006,
Top Chef,tv,Hulu,Game Show,7.6,67.0,2006,
Top Chef,tv,Hulu,Food,7.6,67.0,2006,
Nailed It!,tv,Netflix,Reality,7.4,70.0,2018,4.0
Nailed It!,tv,Netflix,Game Show,7.4,70.0,2018,4.0
Nailed It!,tv,Netflix,Family,7.4,70.0,2018,4.0
Life in Pieces,tv,Hulu,Comedy,8.0,69.0,2015,
The Wrong Mans,tv,Hulu,Comedy,7.8,70.0,2013,
The Wrong Mans,tv,Hulu,Thriller,7.8,70.0,2013,
The Wrong Mans,tv,Hulu,Mystery,7.8,70.0,2013,
Teenage Mutant Ninja Turtles,tv,Hulu,Action & Adventure,7.8,68.0,2012,5.0
Teenage Mutant Ninja Turtles,tv,Hulu,Comedy,7.8,68.0,2012,5.0
Teenage Mutant Ninja Turtles,tv,Hulu,Animation,7.8,68.0,2012,5.0
The Powerpuff Girls,tv,Hulu,Action & Adventure,7.2,66.0,1998,8.0
The Powerpuff Girls,tv,Hulu,Animation,7.2,66.0,1998,8.0
The Powerpuff Girls,tv,Hulu,Children,7.2,66.0,1998,8.0
The Rain,tv,Netflix,Drama,6.3,72.0,2018,3.0
The Rain,tv,Netflix,Fantasy,6.3,72.0,2018,3.0
The Rain,tv,Netflix,Science-Fiction,6.3,72.0,2018,3.0
Trust,tv,Hulu,Crime,7.5,69.0,2018,1.0
Trust,tv,Hulu,Drama,7.5,69.0,2018,1.0
Trust,tv,Hulu,Biography,7.5,69.0,2018,1.0
Young & Hungry,tv,Netflix,Romance,7.4,69.0,2014,
Young & Hungry,tv,Netflix,Family,7.4,69.0,2014,
Young & Hungry,tv,Netflix,Drama,7.4,69.0,2014,
Young & Hungry,tv,Netflix,Comedy,7.4,69.0,2014,
Get Shorty,tv,Netflix,Crime,8.2,68.0,2017,
Get Shorty,tv,Netflix,Comedy,8.2,68.0,2017,
DARLING in the FRANXX,tv,Hulu,Romance,7.3,69.0,2018,
DARLING in the FRANXX,tv,Hulu,Action & Adventure,7.3,69.0,2018,
DARLING in the FRANXX,tv,Hulu,Animation,7.3,69.0,2018,
Seraph of the End,tv,Hulu,Action & Adventure,7.5,67.0,2015,3.0
Seraph of the End,tv,Hulu,Fantasy,7.5,67.0,2015,3.0
Seraph of the End,tv,Hulu,Animation,7.5,67.0,2015,3.0
Containment,tv,Netflix,Drama,7.2,69.0,2016,1.0
The King: Eternal Monarch,tv,Netflix,Romance,8.3,67.0,2020,1.0
The King: Eternal Monarch,tv,Netflix,Fantasy,8.3,67.0,2020,1.0
The King: Eternal Monarch,tv,Netflix,Mystery,8.3,67.0,2020,1.0
Dear White People,tv,Netflix,Drama,6.3,69.0,2017,4.0
Dear White People,tv,Netflix,Comedy,6.3,69.0,2017,4.0
Gypsy,tv,Netflix,Drama,6.9,68.0,2017,1.0
Gypsy,tv,Netflix,Thriller,6.9,68.0,2017,1.0
The Great Heist,tv,Netflix,Crime,7.4,70.0,2020,
The Great Heist,tv,Netflix,Drama,7.4,70.0,2020,
The Great Heist,tv,Netflix,Thriller,7.4,70.0,2020,
Bonding,tv,Netflix,Drama,7.2,70.0,2019,
Bonding,tv,Netflix,Comedy,7.2,70.0,2019,
Bonding,tv,Netflix,Animation,7.2,70.0,2019,
A Million Little Things,tv,Hulu,Drama,7.9,72.0,2018,2.0
A Million Little Things,tv,Hulu,Comedy,7.9,72.0,2018,2.0
A Million Little Things,tv,Hulu,Mystery,7.9,72.0,2018,2.0
Shark Tank,tv,Hulu,Reality,7.6,67.0,2009,
Shark Tank,tv,Hulu,Family,7.6,67.0,2009,
Jane Eyre,tv,Hulu,Romance,8.3,68.0,2006,1.0
Jane Eyre,tv,Hulu,Drama,8.3,68.0,2006,1.0
Velvet,tv,Netflix,Romance,8.1,65.0,2014,4.0
Velvet,tv,Netflix,Family,8.1,65.0,2014,4.0
Velvet,tv,Netflix,Drama,8.1,65.0,2014,4.0
Velvet,tv,Netflix,Action & Adventure,8.1,65.0,2014,4.0
S.W.A.T.,tv,Hulu,Crime,7.0,68.0,2017,4.0
S.W.A.T.,tv,Hulu,Drama,7.0,68.0,2017,4.0
S.W.A.T.,tv,Hulu,Action & Adventure,7.0,68.0,2017,4.0
Mary Kills People,tv,Hulu,Drama,7.5,68.0,2017,3.0
The Curse of Oak Island,tv,Netflix,Reality,7.1,67.0,2014,
The Curse of Oak Island,tv,Netflix,Documentary,7.1,67.0,2014,
The Curse of Oak Island,tv,Netflix,Mystery,7.1,67.0,2014,
The Curse of Oak Island,tv,Hulu,Reality,7.1,67.0,2014,
The Curse of Oak Island,tv,Hulu,Documentary,7.1,67.0,2014,
The Curse of Oak Island,tv,Hulu,Mystery,7.1,67.0,2014,
Kitchen Nightmares,tv,Hulu,Reality,7.4,66.0,2007,
Kitchen Nightmares,tv,Hulu,Food,7.4,66.0,2007,
Saved by the Bell,tv,Hulu,Romance,7.0,68.0,1989,5.0
Saved by the Bell,tv,Hulu,Family,7.0,68.0,1989,5.0
Saved by the Bell,tv,Hulu,Comedy,7.0,68.0,1989,5.0
Dawson's Creek,tv,Hulu,Romance,6.6,69.0,1998,6.0
Dawson's Creek,tv,Hulu,Drama,6.6,69.0,1998,6.0
Fuller House,tv,Netflix,Family,6.8,70.0,2016,5.0
Fuller House,tv,Netflix,Comedy,6.8,70.0,2016,5.0
Ramayan,tv,Netflix,Drama,9.2,68.0,1987,
Ramayan,tv,Netflix,Action & Adventure,9.2,68.0,1987,
Ramayan,tv,Netflix,Fantasy,9.2,68.0,1987,
Baby Daddy,tv,Hulu,Family,7.4,68.0,2012,6.0
Baby Daddy,tv,Hulu,Drama,7.4,68.0,2012,6.0
Baby Daddy,tv,Hulu,Comedy,7.4,68.0,2012,6.0
The Mick,tv,Hulu,Comedy,7.8,67.0,2017,
Pitch,tv,Hulu,Drama,7.4,68.0,2016,1.0
Pitch,tv,Hulu,Sport,7.4,68.0,2016,1.0
The Purge,tv,Hulu,Crime,6.4,68.0,2018,
The Purge,tv,Hulu,Drama,6.4,68.0,2018,
The Purge,tv,Hulu,Action & Adventure,6.4,68.0,2018,
Gurren Lagann,tv,Netflix,Action & Adventure,8.3,68.0,2007,1.0
Gurren Lagann,tv,Netflix,Comedy,8.3,68.0,2007,1.0
Gurren Lagann,tv,Netflix,Animation,8.3,68.0,2007,1.0
Overlord,tv,Hulu,Anime,7.8,69.0,2015,4.0
Overlord,tv,Hulu,Action & Adventure,7.8,69.0,2015,4.0
Overlord,tv,Hulu,Animation,7.8,69.0,2015,4.0
El Chapo,tv,Netflix,Crime,7.8,68.0,2017,3.0
El Chapo,tv,Netflix,Drama,7.8,68.0,2017,3.0
El Chapo,tv,Netflix,Action & Adventure,7.8,68.0,2017,3.0
Forensic Files,tv,Netflix,Crime,8.8,67.0,1996,15.0
Forensic Files,tv,Netflix,Documentary,8.8,67.0,1996,15.0
Forensic Files,tv,Hulu,Crime,8.8,67.0,1996,15.0
Forensic Files,tv,Hulu,Documentary,8.8,67.0,1996,15.0
Maid Sama!,tv,Netflix,Anime,8.0,68.0,2010,1.0
Maid Sama!,tv,Netflix,Comedy,8.0,68.0,2010,1.0
Maid Sama!,tv,Netflix,Animation,8.0,68.0,2010,1.0
Maid Sama!,tv,Hulu,Anime,8.0,68.0,2010,1.0
Maid Sama!,tv,Hulu,Comedy,8.0,68.0,2010,1.0
Maid Sama!,tv,Hulu,Animation,8.0,68.0,2010,1.0
Great News,tv,Netflix,Comedy,7.0,68.0,2017,
Face Off,tv,Hulu,Reality,8.2,69.0,2011,
Face Off,tv,Hulu,Game Show,8.2,69.0,2011,
Yu-Gi-Oh! GX,tv,Hulu,Family,6.8,69.0,2004,
Yu-Gi-Oh! GX,tv,Hulu,Action & Adventure,6.8,69.0,2004,
Yu-Gi-Oh! GX,tv,Hulu,Animation,6.8,69.0,2004,
Fruits Basket,tv,Hulu,Anime,8.4,68.0,2019,2.0
Fruits Basket,tv,Hulu,Drama,8.4,68.0,2019,2.0
Fruits Basket,tv,Hulu,Comedy,8.4,68.0,2019,2.0
Norsemen,tv,Netflix,Drama,7.8,72.0,2016,
Norsemen,tv,Netflix,Comedy,7.8,72.0,2016,
Gilmore Girls: A Year in the Life,tv,Netflix,Family,7.7,68.0,2016,
Gilmore Girls: A Year in the Life,tv,Netflix,Drama,7.7,68.0,2016,
Gilmore Girls: A Year in the Life,tv,Netflix,Comedy,7.7,68.0,2016,
10 Things I Hate About You,tv,Hulu,Comedy,7.3,69.0,2009,1.0
Kill la Kill,tv,Netflix,Anime,7.9,69.0,2013,2.0
Kill la Kill,tv,Netflix,Action & Adventure,7.9,69.0,2013,2.0
Kill la Kill,tv,Netflix,Animation,7.9,69.0,2013,2.0
Cardinal,tv,Hulu,Crime,7.7,69.0,2017,4.0
Cardinal,tv,Hulu,Drama,7.7,69.0,2017,4.0
Cardinal,tv,Hulu,Mystery,7.7,69.0,2017,4.0
Victorious,tv,Netflix,Family,6.9,68.0,2010,4.0
Victorious,tv,Netflix,Drama,6.9,68.0,2010,4.0
Victorious,tv,Netflix,Comedy,6.9,68.0,2010,4.0
Victorious,tv,Netflix,Children,6.9,68.0,2010,4.0
November 13: Attack on Paris,tv,Netflix,Documentary,8.3,68.0,2018,
Stranger,tv,Netflix,Crime,8.6,68.0,2017,2.0
Stranger,tv,Netflix,Drama,8.6,68.0,2017,2.0
Stranger,tv,Netflix,Mystery,8.6,68.0,2017,2.0
Black Summer,tv,Netflix,Action & Adventure,6.4,69.0,2019,1.0
Black Summer,tv,Netflix,Comedy,6.4,69.0,2019,1.0
Black Summer,tv,Netflix,Horror,6.4,69.0,2019,1.0
Leah Remini: Scientology and the Aftermath,tv,Hulu,Documentary,9.1,68.0,2016,3.0
Shrill,tv,Hulu,Comedy,7.4,68.0,2019,
All American,tv,Netflix,Drama,7.6,69.0,2018,3.0
All American,tv,Netflix,Sport,7.6,69.0,2018,3.0
Collateral,tv,Netflix,Crime,6.7,69.0,2018,
Collateral,tv,Netflix,Drama,6.7,69.0,2018,
The Circle,tv,Netflix,Reality,7.4,69.0,2020,1.0
The Circle,tv,Netflix,Game Show,7.4,69.0,2020,1.0
Log Horizon,tv,Hulu,Anime,7.7,65.0,2013,3.0
Log Horizon,tv,Hulu,Action & Adventure,7.7,65.0,2013,3.0
Log Horizon,tv,Hulu,Animation,7.7,65.0,2013,3.0
Wu Assassins,tv,Netflix,Crime,6.4,68.0,2019,1.0
Wu Assassins,tv,Netflix,Drama,6.4,68.0,2019,1.0
Wu Assassins,tv,Netflix,Action & Adventure,6.4,68.0,2019,1.0
Transformers: Prime,tv,Netflix,Action & Adventure,7.9,68.0,2010,4.0
Transformers: Prime,tv,Netflix,Comedy,7.9,68.0,2010,4.0
Transformers: Prime,tv,Netflix,Animation,7.9,68.0,2010,4.0
Ergo Proxy,tv,Hulu,Anime,8.0,68.0,2006,1.0
Ergo Proxy,tv,Hulu,Action & Adventure,8.0,68.0,2006,1.0
Ergo Proxy,tv,Hulu,Animation,8.0,68.0,2006,1.0
When Calls the Heart,tv,Netflix,Romance,8.2,69.0,2014,7.0
When Calls the Heart,tv,Netflix,Drama,8.2,69.0,2014,7.0
No Game No Life,tv,Netflix,Anime,7.8,68.0,2014,1.0
No Game No Life,tv,Netflix,Action & Adventure,7.8,68.0,2014,1.0
No Game No Life,tv,Netflix,Animation,7.8,68.0,2014,1.0
The Event,tv,Hulu,Drama,7.0,68.0,2010,1.0
The Event,tv,Hulu,Action & Adventure,7.0,68.0,2010,1.0
The Event,tv,Hulu,Science-Fiction,7.0,68.0,2010,1.0
Saint Seiya,tv,Netflix,Anime,8.5,69.0,1986,
Saint Seiya,tv,Netflix,Action & Adventure,8.5,69.0,1986,
Saint Seiya,tv,Netflix,Animation,8.5,69.0,1986,
X-Men: Evolution,tv,Disney+,Action & Adventure,7.9,68.0,2000,4.0
X-Men: Evolution,tv,Disney+,Animation,7.9,68.0,2000,4.0
X-Men: Evolution,tv,Disney+,Children,7.9,68.0,2000,4.0
X-Men: Evolution,tv,Hulu,Action & Adventure,7.9,68.0,2000,4.0
X-Men: Evolution,tv,Hulu,Animation,7.9,68.0,2000,4.0
X-Men: Evolution,tv,Hulu,Children,7.9,68.0,2000,4.0
This Country,tv,Hulu,Comedy,8.5,73.0,2017,
That's So Raven,tv,Disney+,Family,6.6,68.0,2003,4.0
That's So Raven,tv,Disney+,Comedy,6.6,68.0,2003,4.0
That's So Raven,tv,Disney+,Children,6.6,68.0,2003,4.0
Magi,tv,Netflix,Anime,7.8,66.0,2012,2.0
Magi,tv,Netflix,Action & Adventure,7.8,66.0,2012,2.0
Magi,tv,Netflix,Animation,7.8,66.0,2012,2.0
Magi,tv,Hulu,Anime,7.8,66.0,2012,2.0
Magi,tv,Hulu,Action & Adventure,7.8,66.0,2012,2.0
Magi,tv,Hulu,Animation,7.8,66.0,2012,2.0
Carmen Sandiego,tv,Netflix,Family,7.9,69.0,2019,
Carmen Sandiego,tv,Netflix,Action & Adventure,7.9,69.0,2019,
Carmen Sandiego,tv,Netflix,Animation,7.9,69.0,2019,
Woke,tv,Hulu,Comedy,6.3,69.0,2020,1.0
Woke,tv,Hulu,Fantasy,6.3,69.0,2020,1.0
Fear City: New York vs The Mafia,tv,Netflix,Crime,7.1,71.0,2020,1.0
Fear City: New York vs The Mafia,tv,Netflix,Documentary,7.1,71.0,2020,1.0
Is It Wrong to Try to Pick Up Girls in a Dungeon?,tv,Netflix,Anime,7.4,66.0,2015,3.0
