Title,Type,Service,Genre,IMDB,ReelGood,Released Year,Seasons
"As Above, So Below",movies,Netflix,Horror,6.2,66.0,2014,
"As Above, So Below",movies,Netflix,Thriller,6.2,66.0,2014,
"As Above, So Below",movies,Netflix,Action & Adventure,6.2,65.0,2014,
Cinderella III: A Twist in Time,movies,Disney+,Animation,5.9,67.0,2007,
Cinderella III: A Twist in Time,movies,Disney+,Fantasy,5.9,67.0,2007,
Cinderella III: A Twist in Time,movies,Disney+,Musical,5.9,67.0,2007,
Cinderella III: A Twist in Time,movies,Disney+,Family,5.9,67.0,2007,
Joshua: Teenager vs. Superpower,movies,Netflix,Documentary,7.1,66.0,2017,
Unfriended,movies,Netflix,Horror,5.5,64.0,2015,
Unfriended,movies,Netflix,Thriller,5.5,64.0,2015,
Unfriended,movies,Netflix,Mystery,5.5,64.0,2015,
Kevin Hart: What Now?,movies,Netflix,Documentary,5.9,66.0,2016,
Kevin Hart: What Now?,movies,Netflix,Comedy,5.9,66.0,2016,
Seoul Searching,movies,Netflix,Drama,7.0,65.0,2015,
Seoul Searching,movies,Netflix,Comedy,7.0,65.0,2015,
Seoul Searching,movies,Netflix,Romance,7.0,65.0,2015,
Friends with Kids,movies,Hulu,Drama,6.1,67.0,2012,
Friends with Kids,movies,Hulu,Comedy,6.1,67.0,2012,
Friends with Kids,movies,Hulu,Romance,6.1,67.0,2012,
Aniara,movies,Hulu,Science-Fiction,6.2,66.0,2019,
Aniara,movies,Hulu,Drama,6.2,66.0,2019,
Luck by Chance,movies,Netflix,Drama,7.1,67.0,2009,
Luck by Chance,movies,Netflix,Comedy,7.1,66.0,2009,
Luck by Chance,movies,Netflix,Romance,7.1,67.0,2009,
What Keeps You Alive,movies,Netflix,Horror,5.7,67.0,2018,
What Keeps You Alive,movies,Netflix,Thriller,5.7,67.0,2018,
What Keeps You Alive,movies,Netflix,Mystery,5.7,67.0,2018,
Velvet Buzzsaw,movies,Netflix,Horror,5.7,66.0,2019,
Velvet Buzzsaw,movies,Netflix,Thriller,5.7,66.0,2019,
Velvet Buzzsaw,movies,Netflix,Mystery,5.7,66.0,2019,
Pledge,movies,Hulu,Horror,5.4,64.0,2019,
Pledge,movies,Hulu,Thriller,5.4,64.0,2019,
Pledge,movies,Hulu,Mystery,5.4,64.0,2019,
Knock Down the House,movies,Netflix,Documentary,7.0,66.0,2019,
Same Kind of Different as Me,movies,Netflix,Drama,6.6,66.0,2017,
Same Kind of Different as Me,movies,Netflix,Biography,6.6,66.0,2017,
Poetic Justice,movies,Hulu,Drama,6.1,66.0,1993,
Poetic Justice,movies,Hulu,Romance,6.1,66.0,1993,
The Keeping Hours,movies,Netflix,Fantasy,6.3,66.0,2017,
The Keeping Hours,movies,Netflix,Thriller,6.3,66.0,2017,
The Keeping Hours,movies,Netflix,Drama,6.3,66.0,2017,
Nacho Libre,movies,Netflix,Sport,5.8,66.0,2006,
Nacho Libre,movies,Netflix,Comedy,5.8,66.0,2006,
Nacho Libre,movies,Netflix,Family,5.8,66.0,2006,
Paheli,movies,Netflix,Fantasy,6.5,66.0,2005,
Paheli,movies,Netflix,Comedy,6.5,66.0,2005,
Paheli,movies,Netflix,Romance,6.5,66.0,2005,
Escape to Witch Mountain,movies,Disney+,Fantasy,6.4,66.0,1975,
Escape to Witch Mountain,movies,Disney+,Action & Adventure,6.4,66.0,1975,
Escape to Witch Mountain,movies,Disney+,Family,6.4,66.0,1975,
The Three Musketeers,movies,Disney+,Action & Adventure,6.4,66.0,1993,
The Three Musketeers,movies,Disney+,Comedy,6.4,66.0,1993,
The Three Musketeers,movies,Disney+,Family,6.4,66.0,1993,
Greyfriars Bobby: The True Story of a Dog,movies,Disney+,Drama,7.3,67.0,1961,
Greyfriars Bobby: The True Story of a Dog,movies,Disney+,Family,7.3,67.0,1961,
Pee-wee's Big Holiday,movies,Netflix,Action & Adventure,6.1,67.0,2016,
Pee-wee's Big Holiday,movies,Netflix,Comedy,6.1,67.0,2016,
Pee-wee's Big Holiday,movies,Netflix,Family,6.1,67.0,2016,
Pee-wee's Big Holiday,movies,Netflix,Cult,6.1,67.0,2016,
Horse Girl,movies,Netflix,Science-Fiction,5.9,66.0,2020,
Horse Girl,movies,Netflix,Drama,5.9,66.0,2020,
Horse Girl,movies,Netflix,Mystery,5.9,66.0,2020,
Song for Marion,movies,Netflix,Drama,7.0,65.0,2012,
Song for Marion,movies,Netflix,Comedy,7.0,65.0,2012,
Soni,movies,Netflix,Crime,7.2,66.0,2019,
Soni,movies,Netflix,Drama,7.2,66.0,2019,
Maps to the Stars,movies,Netflix,Drama,6.2,66.0,2014,
Maps to the Stars,movies,Netflix,Comedy,6.2,66.0,2014,
The World Is Yours,movies,Netflix,Crime,6.4,67.0,2018,
The World Is Yours,movies,Netflix,Comedy,6.4,67.0,2018,
Conor McGregor: Notorious,movies,Netflix,Documentary,7.2,65.0,2017,
Conor McGregor: Notorious,movies,Netflix,Biography,7.2,64.0,2017,
Conor McGregor: Notorious,movies,Netflix,Sport,7.2,65.0,2017,
Dil Se..,movies,Netflix,Drama,7.6,66.0,1998,
Dil Se..,movies,Netflix,Musical,7.6,66.0,1998,
Dil Se..,movies,Netflix,Romance,7.6,66.0,1998,
Cardboard Gangsters,movies,Netflix,Crime,6.4,65.0,2017,
Cardboard Gangsters,movies,Netflix,Drama,6.4,65.0,2017,
The Short Game,movies,Netflix,Documentary,7.4,66.0,2013,
The Short Game,movies,Netflix,Sport,7.4,66.0,2013,
The Standoff at Sparrow Creek,movies,Hulu,Thriller,6.2,66.0,2019,
The Standoff at Sparrow Creek,movies,Hulu,Drama,6.2,66.0,2019,
The Standoff at Sparrow Creek,movies,Hulu,Mystery,6.2,66.0,2019,
The Perfect Date,movies,Netflix,Comedy,5.8,66.0,2019,
The Perfect Date,movies,Netflix,Romance,5.8,66.0,2019,
Best Worst Thing That Ever Could Have Happened...,movies,Netflix,Documentary,7.5,66.0,2016,
Top End Wedding,movies,Hulu,Comedy,6.2,67.0,2019,
Top End Wedding,movies,Hulu,Romance,6.2,66.0,2019,
Mr. Deeds,movies,Netflix,Comedy,5.8,67.0,2002,
Mr. Deeds,movies,Netflix,Romance,5.8,67.0,2002,
Ghost Rider,movies,Netflix,Fantasy,5.2,65.0,2007,
Ghost Rider,movies,Netflix,Thriller,5.2,65.0,2007,
Ghost Rider,movies,Netflix,Action & Adventure,5.2,65.0,2007,
Scotch: A Golden Dream,movies,Hulu,Documentary,7.5,63.0,2018,
Chicken Little,movies,Netflix,Animation,5.7,67.0,2005,
Chicken Little,movies,Netflix,Action & Adventure,5.7,67.0,2005,
Chicken Little,movies,Netflix,Comedy,5.7,67.0,2005,
Chicken Little,movies,Netflix,Family,5.7,66.0,2005,
Chicken Little,movies,Disney+,Animation,5.7,67.0,2005,
Chicken Little,movies,Disney+,Action & Adventure,5.7,67.0,2005,
Chicken Little,movies,Disney+,Comedy,5.7,67.0,2005,
Chicken Little,movies,Disney+,Family,5.7,66.0,2005,
Seeing Allred,movies,Netflix,Documentary,6.8,67.0,2018,
Seeing Allred,movies,Netflix,Biography,6.8,67.0,2018,
Premature,movies,Hulu,Drama,6.2,66.0,2020,
Premature,movies,Hulu,Romance,6.2,66.0,2020,
Heavyweights,movies,Disney+,Drama,6.7,66.0,1995,
Heavyweights,movies,Disney+,Comedy,6.7,66.0,1995,
Heavyweights,movies,Disney+,Family,6.7,66.0,1995,
Comedian,movies,Netflix,Documentary,6.9,65.0,2002,
Comedian,movies,Netflix,Comedy,6.9,65.0,2002,
Comedian,movies,Netflix,Stand-up & Talk,6.9,65.0,2002,
Paan Singh Tomar,movies,Netflix,Crime,8.2,67.0,2012,
Paan Singh Tomar,movies,Netflix,Action & Adventure,8.2,67.0,2012,
Paan Singh Tomar,movies,Netflix,Biography,8.2,67.0,2012,
Tig Notaro: Happy To Be Here,movies,Netflix,Comedy,6.6,66.0,2018,
Tig Notaro: Happy To Be Here,movies,Netflix,Stand-up & Talk,6.6,66.0,2018,
Weed the People,movies,Netflix,Documentary,7.2,66.0,2018,
Shadow,movies,Netflix,Fantasy,7.0,66.0,2018,
Shadow,movies,Netflix,Drama,7.0,66.0,2018,
Shadow,movies,Netflix,Action & Adventure,7.0,66.0,2018,
The Burial of Kojo,movies,Netflix,Thriller,6.4,66.0,2018,
The Burial of Kojo,movies,Netflix,Drama,6.4,66.0,2018,
The Burial of Kojo,movies,Netflix,Mystery,6.4,66.0,2018,
Monsters and Men,movies,Hulu,Crime,5.8,66.0,2018,
Monsters and Men,movies,Hulu,Thriller,5.8,66.0,2018,
Monsters and Men,movies,Hulu,Drama,5.8,66.0,2018,
First Match,movies,Netflix,Drama,6.3,65.0,2018,
First Match,movies,Netflix,Sport,6.3,65.0,2018,
Voyeur,movies,Netflix,Documentary,6.2,66.0,2017,
Promised Land,movies,Netflix,Documentary,6.6,66.0,2012,
Promised Land,movies,Netflix,Drama,6.6,66.0,2012,
Promised Land,movies,Netflix,Mystery,6.6,66.0,2012,
Sunday's Illness,movies,Netflix,Drama,6.9,66.0,2018,
Dinner for Schmucks,movies,Netflix,Comedy,5.9,66.0,2010,
May the Devil Take You,movies,Netflix,Horror,6.0,65.0,2018,
May the Devil Take You,movies,Netflix,Thriller,6.0,65.0,2018,
May the Devil Take You,movies,Netflix,Mystery,6.0,65.0,2018,
Freaky Friday,movies,Disney+,Fantasy,6.3,66.0,1976,
Freaky Friday,movies,Disney+,Comedy,6.3,66.0,1976,
Freaky Friday,movies,Disney+,Family,6.3,66.0,1976,
101 Dalmatians,movies,Disney+,Action & Adventure,5.7,66.0,1996,
101 Dalmatians,movies,Disney+,Comedy,5.7,66.0,1996,
101 Dalmatians,movies,Disney+,Family,5.7,66.0,1996,
The Knight Before Christmas,movies,Netflix,Action & Adventure,5.5,66.0,2019,
The Knight Before Christmas,movies,Netflix,Comedy,5.5,66.0,2019,
The Knight Before Christmas,movies,Netflix,Romance,5.5,66.0,2019,
Bon Cop Bad Cop 2,movies,Netflix,Crime,6.6,66.0,2017,
Bon Cop Bad Cop 2,movies,Netflix,Action & Adventure,6.6,66.0,2017,
Bon Cop Bad Cop 2,movies,Netflix,Comedy,6.6,66.0,2017,
Fire in Paradise,movies,Netflix,Documentary,7.4,68.0,2019,
The Kissing Booth 2,movies,Netflix,Comedy,5.9,67.0,2020,
The Kissing Booth 2,movies,Netflix,Romance,5.9,67.0,2020,
Middle School: The Worst Years of My Life,movies,Hulu,Animation,6.1,66.0,2016,
Middle School: The Worst Years of My Life,movies,Hulu,Children,6.1,66.0,2016,
Middle School: The Worst Years of My Life,movies,Hulu,Comedy,6.1,66.0,2016,
"Michael Bolton's Big, Sexy Valentine's Day Special",movies,Netflix,Comedy,6.7,65.0,2017,
"Michael Bolton's Big, Sexy Valentine's Day Special",movies,Netflix,Musical,6.7,66.0,2017,
The Princess Diaries 2: Royal Engagement,movies,Disney+,Children,5.8,66.0,2004,
The Princess Diaries 2: Royal Engagement,movies,Disney+,Comedy,5.8,66.0,2004,
The Princess Diaries 2: Royal Engagement,movies,Disney+,Family,5.8,66.0,2004,
The Legend of 420,movies,Netflix,Documentary,6.7,65.0,2017,
The Legend of 420,movies,Netflix,Comedy,6.7,65.0,2017,
Ninja Assassin,movies,Netflix,Crime,6.3,65.0,2009,
Ninja Assassin,movies,Netflix,Thriller,6.3,65.0,2009,
Ninja Assassin,movies,Netflix,Action & Adventure,6.3,65.0,2009,
Morris from America,movies,Netflix,Drama,6.2,65.0,2016,
Morris from America,movies,Netflix,Comedy,6.2,65.0,2016,
Morris from America,movies,Netflix,Romance,6.2,65.0,2016,
The Butterfly's Dream,movies,Netflix,Drama,7.8,66.0,2013,
The Butterfly's Dream,movies,Netflix,Biography,7.8,66.0,2013,
The Butterfly's Dream,movies,Netflix,History,7.8,66.0,2013,
Banana Split,movies,Netflix,Comedy,6.2,69.0,2018,
Lady J,movies,Netflix,Drama,6.9,66.0,2018,
Lady J,movies,Netflix,Romance,6.9,66.0,2018,
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,movies,Netflix,Documentary,7.5,67.0,2016,
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,movies,Netflix,Musical,7.5,67.0,2016,
ARQ,movies,Netflix,Science-Fiction,6.4,66.0,2016,
ARQ,movies,Netflix,Thriller,6.4,66.0,2016,
ARQ,movies,Netflix,Action & Adventure,6.4,66.0,2016,
The Forest of Love,movies,Netflix,Horror,6.3,65.0,2019,
The Forest of Love,movies,Netflix,Drama,6.3,65.0,2019,
The Forest of Love,movies,Netflix,Mystery,6.3,65.0,2019,
Extinction,movies,Netflix,Science-Fiction,5.8,66.0,2018,
Extinction,movies,Netflix,Thriller,5.8,66.0,2018,
Extinction,movies,Netflix,Action & Adventure,5.8,66.0,2018,
The Santa Clause 2,movies,Disney+,Children,5.6,66.0,2002,
The Santa Clause 2,movies,Disney+,Comedy,5.6,66.0,2002,
The Santa Clause 2,movies,Disney+,Family,5.6,66.0,2002,
Lu Over the Wall,movies,Netflix,Anime,6.8,66.0,2017,
Lu Over the Wall,movies,Netflix,Animation,6.8,66.0,2017,
Lu Over the Wall,movies,Netflix,Family,6.8,66.0,2017,
The Wrong Missy,movies,Netflix,Comedy,5.7,66.0,2020,
The Wrong Missy,movies,Netflix,Romance,5.7,66.0,2020,
What a Girl Wants,movies,Netflix,Drama,5.8,66.0,2003,
What a Girl Wants,movies,Netflix,Comedy,5.8,66.0,2003,
What a Girl Wants,movies,Netflix,Family,5.8,66.0,2003,
What a Girl Wants,movies,Netflix,Romance,5.8,66.0,2003,
Game Over,movies,Netflix,Thriller,7.1,66.0,2019,
Game Over,movies,Netflix,Drama,7.1,66.0,2019,
Game Over,movies,Netflix,Mystery,7.1,66.0,2019,
Lowlife,movies,Hulu,Crime,6.2,65.0,2017,
Lowlife,movies,Hulu,Drama,6.2,65.0,2017,
Lowlife,movies,Hulu,Comedy,6.2,65.0,2017,
Notes on Blindness,movies,Netflix,Documentary,7.1,66.0,2016,
Notes on Blindness,movies,Netflix,Drama,7.1,66.0,2016,
The 36th Chamber of Shaolin,movies,Netflix,Drama,7.7,66.0,1978,
The 36th Chamber of Shaolin,movies,Netflix,Action & Adventure,7.7,66.0,1978,
The Bling Ring,movies,Netflix,Crime,5.6,66.0,2013,
The Bling Ring,movies,Netflix,Drama,5.6,66.0,2013,
The Bling Ring,movies,Netflix,Biography,5.6,66.0,2013,
Bill Burr: You People Are All The Same,movies,Netflix,Comedy,8.3,65.0,2012,
Bill Burr: You People Are All The Same,movies,Netflix,Stand-up & Talk,8.3,65.0,2012,
Benji,movies,Netflix,Crime,6.3,65.0,2018,
Benji,movies,Netflix,Drama,6.3,65.0,2018,
Benji,movies,Netflix,Family,6.3,65.0,2018,
Bedtime Stories,movies,Disney+,Action & Adventure,6.0,66.0,2008,
Bedtime Stories,movies,Disney+,Children,6.0,66.0,2008,
Bedtime Stories,movies,Disney+,Comedy,6.0,66.0,2008,
Win It All,movies,Netflix,Comedy,6.2,67.0,2017,
Lockout,movies,Netflix,Science-Fiction,6.1,66.0,2012,
Lockout,movies,Netflix,Drama,6.1,66.0,2012,
Lockout,movies,Netflix,Action & Adventure,6.1,66.0,2012,
Anywhere But Here,movies,Hulu,Drama,6.2,65.0,1999,
Anywhere But Here,movies,Hulu,Comedy,6.2,65.0,1999,
Anywhere But Here,movies,Hulu,Romance,6.2,65.0,1999,
Touched with Fire,movies,Hulu,Drama,6.2,64.0,2016,
Touched with Fire,movies,Hulu,Romance,6.2,64.0,2016,
The Man Who Killed Hitler and Then the Bigfoot,movies,Hulu,Science-Fiction,5.7,66.0,2019,
The Man Who Killed Hitler and Then the Bigfoot,movies,Hulu,Drama,5.7,66.0,2019,
The Man Who Killed Hitler and Then the Bigfoot,movies,Hulu,Action & Adventure,5.7,66.0,2019,
Heroin(e),movies,Netflix,Documentary,6.8,65.0,2017,
The Drug King,movies,Netflix,Crime,6.1,65.0,2018,
The Drug King,movies,Netflix,Drama,6.1,65.0,2018,
The Drug King,movies,Netflix,Action & Adventure,6.1,65.0,2018,
Barakah Meets Barakah,movies,Netflix,Comedy,6.3,65.0,2016,
Barakah Meets Barakah,movies,Netflix,Romance,6.3,65.0,2016,
Would You Rather,movies,Netflix,Horror,5.7,65.0,2012,
Would You Rather,movies,Netflix,Thriller,5.7,65.0,2012,
Would You Rather,movies,Netflix,Mystery,5.7,65.0,2012,
Bhavesh Joshi Superhero,movies,Netflix,Drama,7.6,65.0,2018,
Bhavesh Joshi Superhero,movies,Netflix,Action & Adventure,7.6,65.0,2018,
Spaceship Earth,movies,Hulu,Documentary,6.4,65.0,2020,
Highway,movies,Netflix,Drama,7.6,64.0,2014,
Highway,movies,Netflix,Action & Adventure,7.6,64.0,2014,
Highway,movies,Netflix,Romance,7.6,64.0,2014,
Fun and Fancy Free,movies,Disney+,Animation,6.6,66.0,1947,
Fun and Fancy Free,movies,Disney+,Action & Adventure,6.6,66.0,1947,
Fun and Fancy Free,movies,Disney+,Family,6.6,66.0,1947,
The C Word,movies,Netflix,Documentary,7.6,65.0,2016,
Frank and Ollie,movies,Disney+,Documentary,7.8,66.0,1995,
Long Time Running,movies,Netflix,Documentary,7.8,66.0,2017,
Long Time Running,movies,Netflix,Musical,7.8,66.0,2017,
Teen Spirit,movies,Hulu,Drama,6.1,66.0,2019,
Teen Spirit,movies,Hulu,Musical,6.1,66.0,2019,
Sleeping with the Enemy,movies,Hulu,Crime,6.3,65.0,1991,
Sleeping with the Enemy,movies,Hulu,Thriller,6.3,65.0,1991,
Sleeping with the Enemy,movies,Hulu,Drama,6.3,65.0,1991,
Homecoming: A Film by Beyoncé,movies,Netflix,Documentary,7.4,65.0,2019,
Homecoming: A Film by Beyoncé,movies,Netflix,Musical,7.4,65.0,2019,
Eating Animals,movies,Hulu,Documentary,7.3,63.0,2018,
Head On,movies,Netflix,Drama,6.5,65.0,1998,
Head On,movies,Netflix,LGBTQ,6.5,65.0,1998,
Head On,movies,Netflix,Romance,6.5,65.0,1998,
Chasing Trane,movies,Netflix,Documentary,7.3,66.0,2017,
Chasing Trane,movies,Netflix,Biography,7.3,66.0,2017,
Chasing Trane,movies,Netflix,Musical,7.3,66.0,2017,
Henry Gamble's Birthday Party,movies,Hulu,Drama,6.1,65.0,2015,
Henry Gamble's Birthday Party,movies,Hulu,LGBTQ,6.1,65.0,2015,
Chimpanzee,movies,Disney+,Documentary,7.2,67.0,2012,
Chimpanzee,movies,Disney+,Family,7.2,67.0,2012,
Beast Stalker,movies,Netflix,Thriller,6.8,65.0,2008,
Beast Stalker,movies,Netflix,Action & Adventure,6.8,65.0,2008,
Beast Stalker,movies,Netflix,Mystery,6.8,65.0,2008,
Neon Genesis Evangelion: Death and Rebirth,movies,Netflix,Anime,7.5,66.0,1997,
Neon Genesis Evangelion: Death and Rebirth,movies,Netflix,Animation,7.5,66.0,1997,
Neon Genesis Evangelion: Death and Rebirth,movies,Netflix,Action & Adventure,7.5,66.0,1997,
The Miracle Season,movies,Hulu,Drama,6.5,66.0,2018,
The Miracle Season,movies,Hulu,Sport,6.5,66.0,2018,
George of the Jungle,movies,Disney+,Action & Adventure,5.5,65.0,1997,
George of the Jungle,movies,Disney+,Comedy,5.5,65.0,1997,
George of the Jungle,movies,Disney+,Family,5.5,65.0,1997,
The Space Between Us,movies,Netflix,Drama,6.4,65.0,2017,
The Space Between Us,movies,Netflix,Action & Adventure,6.4,65.0,2017,
The Space Between Us,movies,Netflix,Romance,6.4,65.0,2017,
Taylor Swift: Reputation Stadium Tour,movies,Netflix,Documentary,8.3,65.0,2018,
Taylor Swift: Reputation Stadium Tour,movies,Netflix,Musical,8.3,65.0,2018,
High-Rise,movies,Hulu,Horror,5.6,64.0,2015,
High-Rise,movies,Hulu,Science-Fiction,5.6,64.0,2015,
High-Rise,movies,Hulu,Drama,5.6,64.0,2015,
Ala Vaikunthapurramuloo,movies,Netflix,Drama,7.1,65.0,2020,
Ala Vaikunthapurramuloo,movies,Netflix,Action & Adventure,7.1,65.0,2020,
Ala Vaikunthapurramuloo,movies,Netflix,Romance,7.1,65.0,2020,
Lust Stories,movies,Netflix,Drama,6.5,64.0,2018,
Lust Stories,movies,Netflix,Romance,6.5,64.0,2018,
The Ballad of Lefty Brown,movies,Netflix,Drama,6.3,65.0,2017,
The Ballad of Lefty Brown,movies,Netflix,Action & Adventure,6.3,65.0,2017,
System Crasher,movies,Netflix,Drama,7.8,66.0,2019,
Mitt,movies,Netflix,Documentary,6.9,65.0,2014,
Mitt,movies,Netflix,Biography,6.9,65.0,2014,
Mitt,movies,Netflix,Family,6.9,65.0,2014,
Triple Threat,movies,Netflix,Thriller,5.6,65.0,2019,
Triple Threat,movies,Netflix,Action & Adventure,5.6,65.0,2019,
Triple Threat,movies,Netflix,Mystery,5.6,65.0,2019,
The Bookshop,movies,Hulu,Drama,6.5,65.0,2017,
The Bookshop,movies,Hulu,Romance,6.5,65.0,2017,
Brain on Fire,movies,Netflix,Drama,6.6,64.0,2017,
Brain on Fire,movies,Netflix,Biography,6.6,64.0,2017,
Rustom,movies,Netflix,Crime,7.1,64.0,2016,
Rustom,movies,Netflix,Drama,7.1,64.0,2016,
Rustom,movies,Netflix,Mystery,7.1,64.0,2016,
28 Days,movies,Netflix,Drama,6.1,61.0,2000,
28 Days,movies,Netflix,Comedy,6.1,61.0,2000,
Berserk: The Golden Age Arc III - The Advent,movies,Netflix,Animation,7.9,66.0,2013,
Berserk: The Golden Age Arc III - The Advent,movies,Netflix,Fantasy,7.9,66.0,2013,
Berserk: The Golden Age Arc III - The Advent,movies,Netflix,Action & Adventure,7.9,66.0,2013,
Jupiter Ascending,movies,Netflix,Science-Fiction,5.3,65.0,2015,
Jupiter Ascending,movies,Netflix,Fantasy,5.3,65.0,2015,
Jupiter Ascending,movies,Netflix,Action & Adventure,5.3,65.0,2015,
The Hummingbird Project,movies,Netflix,Thriller,6.2,63.0,2019,
The Hummingbird Project,movies,Netflix,Drama,6.2,63.0,2019,
The Hummingbird Project,movies,Netflix,Mystery,6.2,63.0,2019,
An Extremely Goofy Movie,movies,Disney+,Animation,6.4,65.0,2000,
An Extremely Goofy Movie,movies,Disney+,Comedy,6.4,65.0,2000,
An Extremely Goofy Movie,movies,Disney+,Family,6.4,65.0,2000,
Dev.D,movies,Netflix,Drama,8.0,66.0,2009,
Dev.D,movies,Netflix,Comedy,8.0,66.0,2009,
Dev.D,movies,Netflix,Romance,8.0,66.0,2009,
Jerry Seinfeld: 23 Hours to Kill,movies,Netflix,Comedy,6.6,65.0,2020,
The Untold Tales of Armistead Maupin,movies,Netflix,Documentary,7.6,66.0,2017,
Mr. Roosevelt,movies,Netflix,Comedy,6.2,66.0,2017,
Ice Princess,movies,Disney+,Drama,6.0,64.0,2005,
Ice Princess,movies,Disney+,Children,6.0,65.0,2005,
Ice Princess,movies,Disney+,Comedy,6.0,65.0,2005,
Ice Princess,movies,Disney+,Family,6.0,64.0,2005,
Candy Jar,movies,Netflix,Comedy,5.8,65.0,2018,
Deep Blue,movies,Disney+,Documentary,7.4,65.0,2003,
Deep Blue,movies,Disney+,Mystery,7.4,65.0,2003,
Deep Blue,movies,Disney+,Romance,7.4,65.0,2003,
Hit & Run,movies,Netflix,Action & Adventure,6.1,65.0,2012,
Hit & Run,movies,Netflix,Comedy,6.1,65.0,2012,
Hit & Run,movies,Netflix,Romance,6.1,65.0,2012,
Freak Show,movies,Netflix,Drama,6.6,65.0,2018,
Freak Show,movies,Netflix,Comedy,6.6,65.0,2018,
Freak Show,movies,Netflix,LGBTQ,6.6,65.0,2018,
Freak Show,movies,Hulu,Drama,6.6,65.0,2018,
Freak Show,movies,Hulu,Comedy,6.6,65.0,2018,
Freak Show,movies,Hulu,LGBTQ,6.6,65.0,2018,
Sierra Burgess Is a Loser,movies,Netflix,Drama,5.8,65.0,2018,
Sierra Burgess Is a Loser,movies,Netflix,Comedy,5.8,65.0,2018,
Sierra Burgess Is a Loser,movies,Netflix,Romance,5.8,65.0,2018,
Empire of Dreams: The Story of the Star Wars Trilogy,movies,Disney+,Science-Fiction,8.3,65.0,2004,
Empire of Dreams: The Story of the Star Wars Trilogy,movies,Disney+,Documentary,8.3,65.0,2004,
Empire of Dreams: The Story of the Star Wars Trilogy,movies,Disney+,History,8.3,65.0,2004,
Aval,movies,Netflix,Horror,6.8,64.0,2017,
Aval,movies,Netflix,Thriller,6.8,64.0,2017,
Aval,movies,Netflix,Mystery,6.8,64.0,2017,
A Gray State,movies,Netflix,Documentary,6.2,64.0,2017,
The Tigger Movie,movies,Disney+,Animation,6.3,66.0,2000,
The Tigger Movie,movies,Disney+,Drama,6.3,66.0,2000,
The Tigger Movie,movies,Disney+,Comedy,6.3,66.0,2000,
The Tigger Movie,movies,Disney+,Family,6.3,66.0,2000,
We Summon the Darkness,movies,Netflix,Horror,5.1,66.0,2020,
We Summon the Darkness,movies,Netflix,Thriller,5.1,66.0,2020,
The Forgiveness of Blood,movies,Hulu,Drama,6.8,62.0,2011,
Guess Who,movies,Hulu,Comedy,5.9,62.0,2005,
Guess Who,movies,Hulu,Romance,5.9,62.0,2005,
Lovesong,movies,Netflix,Drama,6.3,65.0,2017,
Lovesong,movies,Netflix,Romance,6.3,65.0,2017,
Secret Society of Second Born Royals,movies,Disney+,Fantasy,4.4,61.0,2020,
Secret Society of Second Born Royals,movies,Disney+,Action & Adventure,4.3,58.0,2020,
Secret Society of Second Born Royals,movies,Disney+,Comedy,4.3,58.0,2020,
Secret Society of Second Born Royals,movies,Disney+,Family,4.4,60.0,2020,
The Rugrats Movie,movies,Netflix,Animation,5.9,65.0,1998,
The Rugrats Movie,movies,Netflix,Action & Adventure,5.9,65.0,1998,
The Rugrats Movie,movies,Netflix,Comedy,5.9,65.0,1998,
Piglet's Big Movie,movies,Disney+,Animation,6.2,65.0,2003,
Piglet's Big Movie,movies,Disney+,Action & Adventure,6.2,65.0,2003,
Piglet's Big Movie,movies,Disney+,Family,6.2,65.0,2003,
Dina,movies,Hulu,Documentary,6.8,62.0,2017,
Goosebumps 2: Haunted Halloween,movies,Netflix,Fantasy,5.6,63.0,2018,
Goosebumps 2: Haunted Halloween,movies,Netflix,Action & Adventure,5.6,63.0,2018,
Goosebumps 2: Haunted Halloween,movies,Netflix,Comedy,5.6,63.0,2018,
Dog Days,movies,Hulu,Drama,6.2,65.0,2018,
Dog Days,movies,Hulu,Comedy,6.2,65.0,2018,
Dog Days,movies,Hulu,Romance,6.2,65.0,2018,
My Suicide,movies,Netflix,Drama,7.1,64.0,2009,
My Suicide,movies,Netflix,Comedy,7.1,63.0,2009,
The Debt Collector,movies,Netflix,Action & Adventure,5.8,64.0,2018,
The Debt Collector,movies,Netflix,Comedy,5.8,64.0,2018,
Before I Go to Sleep,movies,Hulu,Thriller,6.3,63.0,2014,
Before I Go to Sleep,movies,Hulu,Drama,6.3,63.0,2014,
Before I Go to Sleep,movies,Hulu,Mystery,6.3,63.0,2014,
Almost Adults,movies,Hulu,Drama,5.6,64.0,2016,
Almost Adults,movies,Hulu,Comedy,5.6,64.0,2016,
Almost Adults,movies,Hulu,LGBTQ,5.6,64.0,2016,
After.Life,movies,Hulu,Horror,5.9,65.0,2009,
After.Life,movies,Hulu,Drama,5.9,65.0,2009,
After.Life,movies,Hulu,Mystery,5.9,65.0,2009,
In This Corner of the World,movies,Netflix,Anime,7.8,66.0,2016,
In This Corner of the World,movies,Netflix,Animation,7.8,66.0,2016,
In This Corner of the World,movies,Netflix,Drama,7.8,66.0,2016,
Already Tomorrow in Hong Kong,movies,Hulu,Comedy,6.4,64.0,2016,
Already Tomorrow in Hong Kong,movies,Hulu,Romance,6.4,64.0,2016,
Barry,movies,Netflix,Drama,5.8,65.0,2016,
